seed,log_loss,brier_score,roc_auc,accuracy,logloss_improvement_vs_baseline,brier_improvement_vs_baseline
4,0.6879555565683673,0.24739462238066476,0.532479848269322,0.549618320610687,0.004980548421867681,0.0024964603482685865
59,0.6896758766171294,0.24827003312140375,0.5171223855434381,0.5241730279898219,0.003260228373105578,0.0016210496075295955
41,0.6904398028500593,0.2486584575147837,0.5060060060060061,0.5419847328244275,0.002496302140175599,0.0012326252141496574
87,0.6905226309885001,0.24870220931903037,0.5042674253200569,0.5292620865139949,0.002413474001734861,0.0011888734099029796
56,0.6906210111705084,0.24873663894939893,0.5086665612981403,0.539440203562341,0.002315093819726499,0.0011544437795344142
86,0.6909718657735643,0.2489025291181543,0.5103261155892734,0.544529262086514,0.00196423921667066,0.0009885536107790416
57,0.6910445312376375,0.2489578554848099,0.5065328486381119,0.5165394402035624,0.0018915737525974086,0.0009332272441234524
27,0.6911575033271921,0.24899656648250862,0.5150413571466204,0.5190839694656488,0.0017786016630428891,0.0008945162464247258
98,0.6912463787215964,0.24906202771760638,0.5047942679521626,0.5139949109414759,0.0016897262686385028,0.0008290550113269624
24,0.6913091550086713,0.24908367607788692,0.49899899899899897,0.5216284987277354,0.0016269499815636523,0.0008074066510464217
23,0.6913934193255905,0.24914387324232776,0.49557452189031137,0.5267175572519084,0.0015426856646444387,0.0007472094866055878
54,0.6914103560072045,0.24912653153760753,0.5068489542173752,0.5241730279898219,0.0015257489830304838,0.0007645511913258185
19,0.6915186716266476,0.2491796852833589,0.5079816658764027,0.5419847328244275,0.0014174333635873504,0.000711397445574441
68,0.691652950504421,0.2492309980542214,0.5101417206680364,0.5419847328244275,0.0012831544858139532,0.0006600846747119582
40,0.6917110697895894,0.24928897018258198,0.4999473157367894,0.5292620865139949,0.0012250352006455412,0.0006021125463513688
6,0.6920540113952902,0.2494630958338873,0.49315104578262475,0.5292620865139949,0.0008820935949447328,0.00042798689504605636
3,0.6921766966672664,0.24953525453447487,0.48553816974869607,0.5063613231552163,0.0007594083229685022,0.0003558281944584796
91,0.6924378681444974,0.24964455466147367,0.4907539118065434,0.5318066157760815,0.0004982368457375763,0.0002465280674596726
34,0.6924896615349051,0.24967504504046883,0.49270322954533474,0.5139949109414759,0.00044644345532984797,0.00021603768846450988
85,0.6925588000693944,0.2497027644271159,0.488988988988989,0.5368956743002544,0.0003773049208405377,0.0001883183018174528
