date,router_id,weight_baseline,weight_cycle,weight_ziping,weight_qimen,weight_meihua,weight_liuyao_hash
2025-01-02,hedge_all_v1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2025-01-03,hedge_all_v1,0.17123817062918936,0.1535952704496368,0.17641284612056465,0.16812165117337294,0.16201905788253862,0.16861300374469756
2025-01-06,hedge_all_v1,0.17258720183233436,0.14618550372429637,0.17600042095207927,0.16216931282606437,0.1675689051426157,0.17548865552260984
2025-01-07,hedge_all_v1,0.17177290247358556,0.15005716898330576,0.168744015061606,0.1618009668313803,0.16694151094329981,0.18068343570682252
2025-01-08,hedge_all_v1,0.17345934579716496,0.14456027990150125,0.17007429125095366,0.1607556999130419,0.1709726047516024,0.1801777783857358
2025-01-09,hedge_all_v1,0.17476052750432844,0.14342968212491572,0.17452828888957397,0.16297160607485048,0.16578791506288465,0.17852198034344657
2025-01-10,hedge_all_v1,0.17508949172952099,0.14775827757096516,0.17512318880576508,0.1613719897439813,0.16707848225781577,0.17357856989195167
2025-01-13,hedge_all_v1,0.17641010668338405,0.15166099352482507,0.17794662836613762,0.16270053130256487,0.16116866229564797,0.1701130778274404
2025-01-14,hedge_all_v1,0.17522893714578633,0.1544779398567535,0.17600089518986997,0.16094291209990544,0.16275820503460875,0.17059111067307597
2025-01-15,hedge_all_v1,0.17732011822316557,0.15234002934971663,0.17606081155738368,0.16069265468623847,0.16066379454578517,0.17292259163771057
2025-01-16,hedge_all_v1,0.1766149307980331,0.1553426795137103,0.17655778164964225,0.16363745939638527,0.15884740193491526,0.16899974670731385
2025-01-17,hedge_all_v1,0.1768188745378804,0.15021398590315324,0.17787058232303793,0.16686384883283656,0.16098798979081774,0.16724471861227413
2025-01-20,hedge_all_v1,0.17704366435950908,0.1492954637746495,0.17791249890127678,0.16537835716761823,0.16061485757703214,0.16975515821991413
2025-01-21,hedge_all_v1,0.17827206284793443,0.1498504545257277,0.1771541057360441,0.16703791884773578,0.15878344555073998,0.16890201249181805
2025-01-22,hedge_all_v1,0.17816562457956717,0.15080723446582361,0.1768527197649736,0.16772863635242177,0.161286989588887,0.1651587952483269
2025-01-23,hedge_all_v1,0.1783949168167083,0.1520726802963085,0.17530837820418468,0.1694790768751806,0.16093123478618615,0.1638137130214318
2025-01-24,hedge_all_v1,0.17766649856387828,0.15043281008461243,0.17529476322817786,0.16992807069676136,0.16159056433031724,0.16508729309625284
2025-01-27,hedge_all_v1,0.17866261985488166,0.14850132454510695,0.17508010279750383,0.16889880451900804,0.1639632417924739,0.1648939064910258
2025-02-05,hedge_all_v1,0.17825348619692713,0.15036578808976178,0.17486578689622653,0.16953227955228783,0.1649117907186473,0.16207086854614938
2025-02-06,hedge_all_v1,0.17755186980893048,0.15017139729287587,0.17319883179994638,0.171107233496515,0.1666683117974704,0.16130235580426192
2025-02-07,hedge_all_v1,0.17734388801862935,0.1493097813128362,0.17180445150886062,0.17187331031720307,0.16701010658843835,0.16265846225403235
2025-02-10,hedge_all_v1,0.17617806504476666,0.14885069829326067,0.17304649152761642,0.17138059416582452,0.1669492551365927,0.16359489583193912
2025-02-11,hedge_all_v1,0.1754924721413977,0.1483156588185401,0.1731177804280633,0.17279646998421647,0.1678734116847199,0.16240420694306254
2025-02-12,hedge_all_v1,0.17567030294267666,0.14812177468375434,0.1720305864311954,0.1725235277680572,0.16927618357544874,0.16237762459886765
2025-02-13,hedge_all_v1,0.17552612904852677,0.14892522368010058,0.17213449038145276,0.17162920882904623,0.17077270983495585,0.16101223822591773
2025-02-14,hedge_all_v1,0.1763310759063066,0.1493200371602554,0.17252955313359206,0.1700582054383696,0.17227157845214008,0.15948954990933617
2025-02-17,hedge_all_v1,0.17649872992730672,0.14914402301712668,0.17097509812380549,0.17088660759207472,0.1724755124414313,0.16002002889825515
2025-02-18,hedge_all_v1,0.17630714269865383,0.14988034110917117,0.17119948470783902,0.17080555259607633,0.1718604271861095,0.15994705170215026
2025-02-19,hedge_all_v1,0.17764585614974107,0.1502133788187835,0.17221225458198053,0.1699558286490961,0.16913658758439393,0.16083609421600495
2025-02-20,hedge_all_v1,0.1781235827479904,0.15065129516414147,0.172295098893996,0.16902257921382338,0.168248487634828,0.16165895634522082
2025-02-21,hedge_all_v1,0.17841302785608948,0.15101277080719294,0.171756396714892,0.1689631807390257,0.16746328719424494,0.1623913366885548
2025-02-24,hedge_all_v1,0.17851525171466004,0.15146947067788077,0.17286687839275694,0.16908286924400445,0.16643680901624427,0.16162872095445358
2025-02-25,hedge_all_v1,0.17905728111850167,0.15278316727513547,0.17274107371465672,0.16711107323231386,0.16561137124355893,0.1626960334158334
2025-02-26,hedge_all_v1,0.17938550919321417,0.15402884437511938,0.17233865105786705,0.16631714250209426,0.16631050391346855,0.16161934895823657
2025-02-27,hedge_all_v1,0.17987410722881586,0.15349102730449837,0.1719870351735185,0.16625778511727388,0.16776303951251578,0.1606270056633776
2025-02-28,hedge_all_v1,0.18026864549357827,0.15253440917074598,0.17344861809601905,0.16815847874137146,0.16650805000105273,0.15908179849723258
2025-03-03,hedge_all_v1,0.18049818643169815,0.15347462705662818,0.17339051994023394,0.16758443088376032,0.16589460374733697,0.15915763194034255
2025-03-04,hedge_all_v1,0.1808329895284095,0.15235694127779803,0.1726931702050492,0.16902904668478885,0.16487143389254616,0.16021641841140824
2025-03-05,hedge_all_v1,0.18120359985853535,0.15305559794295429,0.17370658908482203,0.1697687336314846,0.16372940001761874,0.158536079464585
2025-03-06,hedge_all_v1,0.18099136143860622,0.15516047202066682,0.17332246617291894,0.1685311644479617,0.16178035250042136,0.16021418341942498
2025-03-07,hedge_all_v1,0.1813603146195026,0.15584774616648395,0.17189838937650131,0.17030697053239033,0.1603439535654921,0.1602426257396296
2025-03-10,hedge_all_v1,0.18119291728032694,0.1559736327454077,0.1717578903709161,0.17158902774100185,0.15976394616700554,0.15972258569534184
2025-03-11,hedge_all_v1,0.18134020599404943,0.15690267660133925,0.17366442260140016,0.1707418225771214,0.15833485222547644,0.1590160200006133
2025-03-12,hedge_all_v1,0.18149909300739303,0.15711851974277039,0.17259734585530645,0.16964006814244556,0.15973990446437475,0.15940506878770971
2025-03-13,hedge_all_v1,0.1809141342209782,0.1575854720416195,0.17295751749835783,0.16944092241988262,0.15997896546880624,0.15912298835035554
2025-03-14,hedge_all_v1,0.18101656254570045,0.15784733495702163,0.17330157805350696,0.17008987681327756,0.1587828590425248,0.1589617885879687
2025-03-17,hedge_all_v1,0.18101524411216693,0.1572918786612625,0.17240598186587047,0.1710395103135146,0.15837330454901336,0.15987408049817203
2025-03-18,hedge_all_v1,0.18138687503493398,0.1571717400424569,0.1727451970527266,0.1719659607071155,0.15702941719127575,0.15970080997149125
2025-03-19,hedge_all_v1,0.1818350239683151,0.15803770135906975,0.1702608591398868,0.17245750241238295,0.15712591578422277,0.1602829973361225
2025-03-20,hedge_all_v1,0.18301440337349412,0.15704540266393838,0.17099413535406996,0.1732170887286507,0.15563021947331332,0.1600987504065336
2025-03-21,hedge_all_v1,0.18242409928063494,0.15618453838986676,0.1718137247825251,0.17295720086124747,0.15605300464440755,0.16056743204131807
2025-03-24,hedge_all_v1,0.18237913448929155,0.1546544309883213,0.17269546662184046,0.17277802900072278,0.15523667505280203,0.162256263847022
2025-03-25,hedge_all_v1,0.18194955403552918,0.15523168572286647,0.17135971864431357,0.17277588001925356,0.15535964807923963,0.16332351349879765
2025-03-26,hedge_all_v1,0.18174371516003968,0.1550005378191992,0.17180431700432852,0.17385931601365198,0.15424281620422584,0.16334929779855473
2025-03-27,hedge_all_v1,0.18115684642867178,0.15436204389494534,0.172548340238484,0.17441206279138466,0.15397570866451896,0.1635449979819953
